statistic_yyy,site_id,village ,edu_age_15up_total,edu_doctor_graduated_m,edu_doctor_graduated_f,edu_doctor_ungraduated_m,edu_doctor_ungraduated_f,edu_master_graduated_m,edu_master_graduated_f,edu_master_ungraduated_m,edu_master_ungraduated_f,edu_university_graduated_m,edu_university_graduated_f,edu_university_ungraduated_m,edu_university_ungraduated_f,edu_juniorcollege_2ys_graduated_m,edu_juniorcollege_2ys_graduated_f,edu_juniorcollege_2ys_ungraduated_m,edu_juniorcollege_2ys_ungraduated_f,edu_juniorcollege_5ys_final2y_graduated_m,edu_juniorcollege_5ys_final2y_graduated_f,edu_juniorcollege_5ys_final2y_ungraduated_m,edu_juniorcollege_5ys_final2y_ungraduated_f,edu_juniorcollege_5ys_first3y_ungraduated_m,edu_juniorcollege_5ys_first3y_ungraduated_f,edu_senior_graduated_m,edu_senior_graduated_f,edu_senior_ungraduated_m,edu_senior_ungraduated_f,edu_seniorvocational_graduated_m,edu_seniorvocational_graduated_f,edu_seniorvocational_ungraduated_m,edu_seniorvocational_ungraduated_f,edu_junior_graduated_m,edu_junior_graduated_f,edu_junior_ungraduated_m,edu_junior_ungraduated_f,edu_juniorvocational_graduated_m,edu_juniorvocational_graduated_f,edu_juniorvocational_ungraduated_m,edu_juniorvocational_ungraduated_f,edu_primary_graduated_m,edu_primary_graduated_f,edu_primary_ungraduated_m,edu_primary_ungraduated_f,edu_selftaughtl_m,edu_selftaughtl_f,edu_illiterate_m,edu_illiterate_f
105,臺中市石岡區,九房里,1276,0,0,1,1,28,7,11,7,76,90,37,29,42,23,5,11,28,17,1,0,21,13,6,7,183,108,57,26,2,2,109,95,4,3,7,1,4,0,77,119,2,3,0,1,2,10
105,臺中市石岡區,金星里,1331,0,0,4,1,23,13,3,4,79,81,35,38,35,35,8,5,14,29,1,0,27,22,8,8,180,124,34,17,6,4,113,87,7,7,16,2,0,0,97,134,5,7,0,1,0,17
105,臺中市石岡區,龍興里,678,1,0,0,0,11,3,2,1,48,46,18,12,22,13,3,4,5,13,0,0,10,16,2,7,86,60,16,10,1,1,67,41,3,3,2,0,0,0,64,59,4,10,0,0,0,14
105,臺中市石岡區,萬興里,1522,2,0,0,0,20,15,7,7,112,117,44,36,55,38,6,8,22,12,2,1,18,21,15,12,219,162,40,34,4,6,108,104,7,8,7,1,1,1,76,141,4,4,1,6,3,15
105,臺中市石岡區,梅子里,1911,2,2,1,0,23,9,11,6,132,124,52,45,71,44,10,7,30,27,0,1,35,32,13,14,271,192,63,37,1,3,139,145,7,4,12,0,0,0,120,178,0,7,2,4,6,29
105,臺中市石岡區,土牛里,1057,1,0,2,0,17,11,6,3,71,79,17,30,39,14,2,4,22,17,0,2,19,15,9,6,160,108,43,21,0,3,83,78,8,7,2,1,1,0,49,87,0,7,0,0,1,12
105,臺中市石岡區,德興里,1520,1,0,1,1,26,14,10,5,110,136,47,29,44,36,14,7,27,24,6,0,38,26,15,6,194,154,47,23,0,6,104,110,5,6,4,1,1,0,73,139,4,12,0,2,2,10
105,臺中市石岡區,和盛里,1289,2,0,0,2,19,8,9,4,80,82,44,37,37,26,12,11,22,11,1,0,35,34,11,13,194,143,35,26,3,5,83,92,6,5,6,0,1,0,50,104,5,8,1,5,1,16
105,臺中市外埔區,永豐里,1075,0,0,0,0,11,2,3,1,67,77,28,26,22,23,5,6,16,15,1,0,27,18,9,16,131,86,37,26,0,4,118,72,5,8,1,0,2,2,69,91,4,6,0,3,2,35
105,臺中市外埔區,六分里,2241,2,1,0,0,40,21,16,9,146,192,83,78,62,48,23,18,23,33,1,1,51,42,21,27,262,234,76,49,1,7,168,151,16,19,5,1,0,0,96,150,1,18,1,3,6,39
105,臺中市外埔區,三崁里,1989,3,0,1,0,27,9,10,5,111,120,66,47,45,45,7,9,25,25,1,3,48,45,27,24,234,169,72,37,3,8,180,120,14,11,9,1,1,0,165,167,12,16,4,1,10,52
105,臺中市外埔區,大同里,4721,9,2,8,4,85,51,37,14,347,416,163,146,140,120,33,24,52,46,3,3,101,114,77,46,542,409,144,72,6,11,309,318,35,34,6,6,2,2,273,366,17,34,2,4,13,75
105,臺中市外埔區,水美里,3495,2,3,1,0,64,44,28,17,236,255,133,123,73,80,24,13,45,56,3,2,107,89,56,37,365,272,116,72,4,6,261,241,23,22,3,3,2,1,210,288,16,27,3,2,11,56
105,臺中市外埔區,大東里,6497,5,1,5,2,119,67,32,27,423,459,189,208,161,184,52,30,69,89,6,7,167,183,83,93,787,589,238,151,12,17,480,442,43,45,13,2,4,1,308,529,22,48,7,14,14,70
105,臺中市外埔區,馬鳴里,1453,1,1,1,0,13,10,5,1,84,86,46,41,30,37,6,12,9,12,1,2,36,25,11,8,188,124,57,27,2,2,152,99,6,6,3,0,1,0,111,139,8,10,1,0,6,33
105,臺中市外埔區,中山里,1225,1,0,0,0,21,15,12,10,82,94,35,34,26,28,3,8,11,13,1,0,28,28,14,15,157,104,49,24,0,1,86,80,3,9,1,0,3,1,68,109,4,5,1,2,5,34
105,臺中市外埔區,鐵山里,2272,4,0,1,0,32,12,15,9,123,130,61,73,44,40,9,5,22,19,1,2,53,48,35,23,248,217,79,52,0,6,230,155,13,9,6,0,1,0,157,193,21,28,2,0,16,78
105,臺中市外埔區,土城里,1681,0,1,1,2,18,14,9,3,96,112,44,49,25,29,11,12,16,16,3,0,49,29,18,16,209,140,63,28,0,5,170,117,11,7,6,0,1,0,110,137,12,28,5,3,10,46
105,臺中市外埔區,廍子里,1276,0,0,1,0,11,4,6,7,58,80,26,42,21,20,12,7,5,11,1,1,26,30,15,8,147,96,53,27,0,3,146,97,19,6,2,0,1,0,92,92,8,11,6,0,15,63
105,臺中市大安區,南埔里,1119,1,0,1,0,9,6,2,0,49,52,37,35,23,19,2,4,7,15,1,0,33,31,16,10,94,76,41,29,1,1,108,65,8,4,3,2,1,0,144,120,10,13,2,9,7,28
105,臺中市大安區,南庄里,1111,0,0,0,1,12,5,4,7,55,68,37,23,17,18,3,5,12,9,3,1,35,20,15,13,131,81,34,24,2,3,105,66,8,2,0,0,0,0,112,124,9,11,2,7,2,25
105,臺中市大安區,中庄里,2773,2,1,5,2,34,21,11,11,173,208,97,80,62,42,15,6,38,27,2,1,98,59,30,28,339,239,98,52,2,8,185,143,17,11,6,0,0,0,233,301,7,16,2,13,6,42
105,臺中市大安區,龜売里,1665,1,2,0,0,23,8,6,3,104,93,40,46,41,31,8,10,18,16,1,1,37,37,16,21,195,123,50,27,0,4,156,101,10,9,4,1,0,0,170,168,9,19,7,10,7,32
105,臺中市大安區,福興里,1216,2,1,0,0,19,11,10,3,68,92,34,25,21,16,4,5,17,7,2,1,43,25,12,9,137,81,45,20,2,5,125,92,4,3,0,0,0,1,99,121,4,12,3,15,4,16
105,臺中市大安區,東安里,1271,0,0,0,0,29,12,6,4,73,99,37,31,33,28,2,5,22,15,0,1,44,28,11,15,151,101,24,20,0,1,79,81,9,8,4,0,3,0,121,135,5,6,1,5,2,20
105,臺中市大安區,頂安里,955,0,0,0,0,11,9,5,0,38,56,27,38,16,17,2,4,11,2,0,0,39,32,15,9,106,81,31,24,1,2,79,51,6,1,2,0,0,0,71,81,15,20,4,7,9,33
105,臺中市大安區,永安里,1828,0,0,1,0,21,6,4,5,101,95,63,53,40,22,5,4,10,19,2,3,63,58,23,23,228,163,78,39,0,7,151,111,13,4,1,1,1,0,129,143,14,17,5,6,27,69
105,臺中市大安區,福住里,1078,1,1,1,0,10,6,6,3,69,61,32,30,20,11,5,3,17,7,0,0,33,23,11,15,122,89,38,30,1,3,112,77,8,0,0,1,3,0,70,91,10,18,5,3,7,25
105,臺中市大安區,海墘里,1514,0,0,0,0,19,8,6,7,87,93,41,49,27,32,7,2,17,21,3,0,55,29,20,16,153,107,49,30,0,1,153,104,18,10,2,3,0,0,116,135,9,30,4,8,5,38
105,臺中市大安區,西安里,1813,0,0,0,0,37,15,5,9,142,136,58,36,30,41,7,8,29,27,0,0,57,48,21,25,220,161,54,36,0,8,122,97,10,5,4,1,2,0,136,143,5,18,3,8,5,44
105,臺中市大安區,松雅里,929,0,0,0,2,22,7,8,4,58,63,31,28,29,14,7,2,23,14,1,0,22,26,13,15,119,83,33,18,3,5,52,33,3,3,1,1,2,0,62,77,7,9,1,8,3,17
105,臺中市烏日區,烏日里,8586,28,5,16,9,265,182,77,34,838,896,315,269,307,288,55,55,219,181,16,7,185,171,100,95,893,796,240,165,3,14,347,400,32,41,16,8,2,2,292,558,28,46,3,10,7,70
105,臺中市烏日區,湖日里,2619,5,0,3,0,46,27,14,6,197,235,98,81,81,74,18,8,52,24,4,2,45,48,24,23,307,264,92,53,2,9,175,149,14,11,1,1,0,0,148,191,5,29,1,9,4,39
105,臺中市烏日區,三和里,4545,10,2,3,1,99,52,30,20,332,399,135,142,133,125,46,28,99,63,4,5,147,128,60,53,537,388,158,102,8,10,262,219,22,21,3,2,1,0,192,309,31,55,6,8,12,83
105,臺中市烏日區,榮泉里,4312,15,3,7,5,138,93,38,36,450,520,155,110,142,141,28,24,75,72,3,5,95,114,46,30,375,359,108,72,2,5,213,204,18,13,7,4,2,3,192,272,14,38,1,10,6,49
105,臺中市烏日區,學田里,2498,5,1,0,0,39,20,14,11,202,199,74,60,79,69,23,21,52,29,3,2,43,68,19,21,344,203,93,40,3,5,136,144,15,8,2,2,0,0,132,183,19,33,2,6,8,66
105,臺中市烏日區,九德里,13435,16,11,17,8,322,187,105,86,1184,1319,558,500,411,528,81,73,255,270,15,13,312,274,174,168,1425,1387,431,310,6,37,592,657,56,58,15,13,5,0,449,807,57,115,3,15,17,93
105,臺中市烏日區,仁德里,7666,13,8,9,6,270,172,67,58,710,863,300,254,251,286,41,43,144,175,9,3,150,144,106,95,786,778,214,169,4,13,302,361,30,31,5,4,1,2,220,425,24,57,2,4,4,53
105,臺中市烏日區,前竹里,2389,0,0,1,0,33,15,17,13,178,234,87,75,70,68,16,13,38,35,1,4,37,41,24,14,283,214,89,41,0,3,186,155,17,8,2,1,0,0,122,152,16,32,0,6,10,38
105,臺中市烏日區,五光里,1725,1,1,2,1,27,13,12,5,110,116,76,72,59,52,10,7,28,33,1,2,31,21,18,19,237,157,67,43,3,6,108,102,1,6,2,0,0,1,97,106,10,20,2,3,3,34
105,臺中市烏日區,光明里,2273,3,2,1,0,32,24,16,8,147,193,90,74,73,52,20,7,28,36,2,2,41,40,18,9,275,206,79,62,1,7,138,118,18,15,3,4,2,0,131,201,12,30,3,4,8,38
105,臺中市烏日區,東園里,2144,0,1,0,2,27,12,15,6,118,152,91,89,62,48,17,7,27,29,1,0,32,31,27,16,281,218,102,37,3,4,164,152,15,8,2,0,0,0,116,113,28,24,1,7,8,51
105,臺中市烏日區,溪埧里,4537,2,2,3,2,81,32,18,21,295,398,162,146,140,113,31,27,50,46,3,5,90,76,48,42,580,430,160,120,2,4,333,305,34,30,3,5,2,0,217,266,31,57,3,11,17,94
105,臺中市烏日區,螺潭里,2086,0,0,0,1,27,19,20,10,153,183,69,77,68,59,13,10,28,22,0,3,52,38,12,14,270,208,77,61,0,8,134,99,11,8,3,1,0,0,101,148,12,30,1,6,7,23
105,臺中市烏日區,北里里,1706,3,0,2,0,17,17,11,3,105,134,47,64,50,45,14,7,19,18,0,3,27,30,10,11,240,152,73,50,1,7,133,122,3,3,2,1,2,0,94,88,16,24,2,1,8,47
105,臺中市烏日區,南里里,1372,1,0,0,0,18,12,7,6,97,111,53,51,34,34,7,10,16,14,1,0,28,31,15,7,177,122,56,33,0,3,85,88,13,7,2,1,1,0,79,84,12,20,3,1,3,29
105,臺中市烏日區,溪尾里,861,1,0,0,0,6,6,3,0,31,37,16,26,17,12,3,4,10,11,0,2,17,18,4,5,108,71,34,25,0,6,110,45,9,8,1,0,2,0,59,55,10,24,5,1,12,47
105,臺中市大肚區,王田里,4470,3,1,1,2,79,37,23,18,347,346,139,151,132,126,23,19,55,61,4,4,55,47,28,22,605,397,194,107,3,10,278,236,31,27,5,1,1,0,304,393,12,41,1,4,17,80
105,臺中市大肚區,中和里,918,2,0,1,0,8,5,4,3,82,82,25,22,30,26,4,4,16,14,1,2,10,13,10,4,112,90,26,24,0,2,76,44,6,6,0,2,0,0,50,80,3,6,0,0,2,21
105,臺中市大肚區,福山里,3704,4,1,5,1,75,34,32,10,319,318,93,90,105,124,20,16,61,54,5,4,37,60,22,23,471,368,119,81,3,11,201,204,37,22,3,2,2,0,217,341,11,31,1,2,6,58
105,臺中市大肚區,營埔里,1550,1,0,0,0,12,7,6,3,113,129,54,55,39,35,16,5,19,7,3,2,19,19,12,10,191,148,54,31,2,4,107,89,12,10,0,1,1,0,121,136,10,18,1,0,12,36
105,臺中市大肚區,社腳里,2546,3,0,2,1,47,31,11,8,208,187,71,69,78,60,14,3,46,35,1,1,28,48,15,16,330,223,97,49,0,9,149,143,25,14,3,2,1,0,164,256,11,21,1,2,5,58
105,臺中市大肚區,新興里,2719,1,0,3,1,42,31,22,10,228,190,64,62,75,82,19,12,53,36,3,3,37,30,16,14,363,285,86,68,0,6,191,151,21,21,2,5,0,1,164,218,13,28,4,1,6,51
105,臺中市大肚區,大東里,3138,1,1,3,3,60,36,23,26,265,251,108,89,118,83,25,12,63,54,2,1,57,40,15,19,372,284,121,76,1,7,184,193,15,32,3,2,1,1,161,215,14,22,3,3,8,65
105,臺中市大肚區,大肚里,2212,3,3,0,2,80,46,20,14,239,248,64,70,96,56,7,11,50,38,5,0,40,39,17,24,210,185,47,41,0,1,78,106,15,15,4,3,1,0,111,176,8,10,0,1,4,24
105,臺中市大肚區,永和里,887,1,0,0,0,23,12,5,1,61,63,36,36,28,30,4,2,27,10,0,0,21,11,6,8,89,66,32,16,1,2,54,43,6,10,2,0,0,0,67,92,2,5,0,0,4,11
105,臺中市大肚區,磺溪里,1750,1,0,1,1,33,12,15,6,130,141,56,58,54,55,9,9,30,18,1,1,24,19,14,11,214,174,55,45,1,0,114,95,21,9,3,0,0,0,111,139,2,13,0,3,10,42
105,臺中市大肚區,永順里,1787,1,0,0,0,18,12,8,3,155,132,58,60,51,51,7,10,20,15,1,1,28,14,6,12,238,137,59,43,2,1,139,89,19,14,1,0,1,0,135,151,3,11,2,2,16,61
105,臺中市大肚區,成功里,983,0,0,0,0,14,11,7,4,67,69,36,16,20,27,7,5,10,10,0,1,9,7,9,5,137,87,33,18,0,3,74,58,12,7,0,0,0,0,70,90,5,10,1,1,9,34
105,臺中市大肚區,山陽里,1388,0,1,2,1,20,9,8,2,99,124,32,31,48,39,8,6,22,19,1,3,9,8,11,7,197,122,43,25,0,3,80,67,10,8,1,0,0,0,117,126,8,5,0,1,12,53
105,臺中市大肚區,頂街里,7496,12,4,6,5,171,98,72,43,678,706,286,265,284,283,54,26,149,165,12,10,137,154,67,60,889,765,296,191,6,28,308,339,51,49,7,5,0,0,236,449,17,33,3,3,13,61
105,臺中市大肚區,瑞井里,5147,6,1,7,1,86,53,32,25,400,428,160,146,128,123,41,30,63,55,6,11,110,95,40,36,654,497,204,125,6,14,310,360,54,39,5,8,0,1,258,330,25,46,5,11,22,90
105,臺中市大肚區,蔗廍里,4894,9,5,2,0,91,56,37,22,349,413,145,144,137,121,38,31,74,68,6,5,99,94,41,34,578,491,167,140,3,13,355,311,44,45,5,4,3,2,230,330,14,46,1,2,14,75
105,臺中市大肚區,自強里,3644,8,1,6,0,77,47,24,14,357,328,115,88,101,86,27,21,68,75,6,5,83,105,20,22,407,360,126,89,4,5,183,263,27,27,1,5,0,1,119,244,14,40,2,3,5,35
105,臺中市龍井區,竹坑里,3161,1,0,4,2,45,20,15,15,246,254,121,119,101,105,16,14,36,30,0,2,50,46,38,28,407,318,110,79,6,12,229,200,19,14,3,1,1,0,146,197,12,30,4,7,9,49
105,臺中市龍井區,龍東里,2907,3,2,4,0,51,35,16,13,215,224,98,96,97,85,17,13,41,39,3,1,55,35,28,18,376,304,78,61,3,4,223,157,15,17,4,1,1,0,162,201,10,32,0,5,6,58
105,臺中市龍井區,龍西里,1989,3,1,1,1,23,15,6,11,128,159,77,72,48,63,8,12,32,32,4,2,41,38,16,25,254,187,63,44,0,5,137,111,12,15,3,1,0,0,106,142,7,22,0,2,4,56
105,臺中市龍井區,田中里,3509,4,0,2,1,57,30,20,16,288,306,147,120,97,92,17,13,49,52,1,2,52,42,19,24,453,343,103,78,0,11,265,262,17,20,4,0,0,1,167,211,11,31,3,7,2,69
105,臺中市龍井區,福田里,1091,0,0,0,0,15,14,8,4,65,88,38,36,22,12,3,2,17,12,1,1,19,18,7,14,118,103,36,24,1,1,99,64,5,8,2,0,1,0,63,91,9,12,1,0,12,45
105,臺中市龍井區,麗水里,2305,0,1,0,2,22,13,11,4,163,179,82,65,45,57,10,11,27,14,4,4,49,31,21,24,286,170,75,51,2,7,238,173,11,15,0,0,2,0,152,152,20,32,4,11,6,59
105,臺中市龍井區,龍津里,5228,2,1,2,0,88,45,21,19,404,427,196,163,107,133,26,20,48,43,4,5,73,65,51,54,603,490,179,111,4,27,426,358,32,21,2,1,0,0,305,364,44,64,7,10,28,155
105,臺中市龍井區,三德里,3091,3,0,0,2,31,28,21,10,234,253,109,113,78,76,10,14,29,34,1,0,30,39,29,34,382,258,99,67,2,12,279,228,26,13,3,1,0,0,172,200,34,28,5,7,11,86
105,臺中市龍井區,忠和里,4990,4,0,4,1,100,60,34,14,384,477,181,189,120,130,22,16,70,52,2,3,81,73,52,46,576,421,171,104,4,12,394,315,31,19,3,2,2,0,225,305,47,51,29,67,18,79
105,臺中市龍井區,山腳里,5900,3,0,5,0,108,63,39,30,451,506,213,211,173,172,37,24,93,91,9,5,107,93,61,53,714,607,199,140,7,20,441,400,49,32,7,1,1,0,225,318,22,55,2,9,11,93
105,臺中市龍井區,龍泉里,7266,8,5,9,3,208,134,55,46,688,768,245,224,285,262,33,30,148,146,7,7,155,138,57,55,769,634,193,152,9,18,403,378,48,25,8,7,2,0,278,399,24,56,4,20,11,112
105,臺中市龍井區,龍崗里,2669,3,0,1,2,38,28,6,10,216,261,89,76,66,71,10,10,47,43,0,2,37,49,20,14,317,260,90,60,3,8,212,189,15,15,3,2,1,0,126,152,10,30,3,5,14,55
105,臺中市龍井區,新庄里,6377,6,4,7,1,133,71,47,32,492,616,227,222,164,173,34,26,103,108,5,6,124,94,71,73,741,594,197,146,3,26,458,441,39,30,4,4,0,0,272,319,31,70,8,12,14,129
105,臺中市龍井區,南寮里,1659,2,0,1,0,31,12,6,5,103,132,59,62,33,43,2,4,21,20,0,2,30,30,13,15,189,160,58,40,2,11,155,118,9,11,1,0,0,0,88,100,9,18,4,4,11,45
105,臺中市龍井區,新東里,4846,18,5,11,4,131,95,48,30,529,536,190,153,149,147,25,25,119,93,7,3,115,124,49,56,464,464,110,95,8,14,235,271,24,21,4,4,0,0,133,233,17,32,2,7,2,44
105,臺中市龍井區,東海里,8519,64,30,23,8,361,252,83,88,987,1128,374,370,276,313,50,23,200,217,17,5,211,217,130,130,637,701,192,135,6,20,285,358,33,34,5,4,0,1,127,287,22,47,3,12,7,46
105,臺中市霧峰區,桐林里,1261,5,0,1,0,16,18,8,4,88,91,38,37,23,19,3,8,20,16,2,2,51,35,12,8,132,111,36,29,0,2,106,65,8,7,1,0,0,0,94,109,5,6,3,4,8,30
105,臺中市霧峰區,吉峰里,9479,20,6,8,2,181,106,59,46,826,845,392,337,244,213,60,45,173,156,11,13,239,193,100,69,1061,959,334,219,7,11,562,542,79,47,5,2,1,2,398,633,39,83,7,18,13,113
105,臺中市霧峰區,甲寅里,4877,9,3,6,3,108,68,51,21,400,395,163,141,134,102,27,18,108,90,3,8,148,111,61,31,567,553,161,103,2,6,251,271,23,36,0,4,0,1,214,332,21,37,4,8,11,63
105,臺中市霧峰區,本鄉里,2346,3,2,3,1,58,37,15,15,236,220,89,67,68,61,13,12,58,59,4,4,76,50,31,20,242,226,69,47,3,3,106,121,16,15,3,2,1,0,74,146,8,23,0,10,3,26
105,臺中市霧峰區,中正里,2058,10,2,3,4,51,36,21,17,178,227,104,72,68,58,7,13,45,43,3,3,60,41,14,21,204,228,64,32,5,7,82,106,18,10,1,0,0,0,58,101,0,12,1,5,1,22
105,臺中市霧峰區,錦榮里,1242,3,2,1,0,24,10,10,10,105,113,64,53,38,35,13,3,35,29,3,0,24,30,8,9,143,98,35,30,1,3,55,55,9,4,1,1,0,0,62,93,5,5,0,1,3,16
105,臺中市霧峰區,萊園里,1110,2,3,2,0,18,7,11,8,81,87,23,34,36,33,6,4,20,17,3,2,35,24,8,8,148,109,41,24,0,3,73,49,4,4,0,1,0,1,41,83,6,14,0,2,6,29
105,臺中市霧峰區,本堂里,5982,24,13,13,4,188,120,48,44,646,679,215,230,163,162,40,26,168,165,10,9,160,172,62,54,564,568,179,118,3,6,199,295,15,26,2,5,0,0,168,297,24,36,2,9,5,46
105,臺中市霧峰區,坑口里,3021,7,1,4,0,55,40,15,15,238,283,113,80,58,74,20,13,74,49,5,4,110,90,39,16,312,263,95,73,2,7,201,181,20,15,4,2,1,0,130,191,13,30,4,10,10,54
105,臺中市霧峰區,北柳里,4020,10,4,4,1,69,52,25,18,330,352,151,125,124,105,19,15,81,47,5,6,121,80,46,45,438,409,133,90,3,12,228,210,39,24,1,0,3,0,168,271,21,47,1,9,7,71
105,臺中市霧峰區,南柳里,1930,2,0,3,2,25,11,13,14,118,167,96,69,33,48,9,5,30,27,0,5,40,45,23,15,238,211,72,55,2,4,133,106,18,15,0,1,1,0,83,108,9,24,0,3,8,39
105,臺中市霧峰區,四德里,2434,3,0,2,0,27,23,13,12,181,187,94,84,52,46,5,9,44,19,5,2,63,49,25,24,323,246,93,50,2,5,173,133,21,15,2,0,0,0,135,154,10,23,1,5,13,61
105,臺中市霧峰區,五福里,2656,1,0,0,1,41,15,11,24,174,234,76,77,60,54,12,9,50,33,6,1,95,54,25,15,339,232,94,62,3,6,195,134,17,12,0,1,1,0,151,181,19,31,2,11,20,77
105,臺中市霧峰區,萬豐里,2718,6,3,3,0,42,21,13,8,200,263,85,68,70,57,12,6,49,36,5,2,64,54,19,19,293,250,99,74,3,7,203,165,28,28,1,2,0,0,167,175,25,29,1,7,6,50
105,臺中市霧峰區,舊正里,2139,16,4,4,2,51,22,14,10,132,191,54,53,58,39,14,14,42,33,3,1,46,37,16,13,275,187,76,51,4,6,145,101,16,9,1,1,1,0,115,177,13,30,2,12,7,41
105,臺中市霧峰區,峰谷里,1179,1,0,0,0,12,8,9,2,56,60,33,23,33,22,6,1,24,12,2,0,31,24,12,5,144,92,46,32,3,2,123,75,12,9,0,1,0,1,70,98,13,23,4,7,4,44
105,臺中市霧峰區,六股里,2409,3,2,0,0,39,19,13,8,180,193,57,70,58,53,8,9,43,30,2,1,63,42,28,25,283,223,99,59,6,8,172,138,14,18,1,2,0,0,148,179,18,34,1,10,2,48
105,臺中市霧峰區,丁台里,2310,0,0,2,1,31,23,9,4,145,165,71,70,55,50,10,7,33,24,4,1,50,45,19,10,328,238,100,49,2,3,181,142,20,12,1,2,0,1,121,182,16,20,1,5,11,46
105,臺中市霧峰區,北勢里,2164,0,0,1,0,24,21,14,7,119,161,86,70,50,54,12,9,31,32,2,2,60,40,9,20,265,250,86,51,1,2,170,120,23,11,0,0,0,0,107,140,25,28,3,2,8,48
105,臺中市霧峰區,南勢里,1360,0,0,0,0,16,15,3,3,80,83,48,37,25,42,4,3,21,19,1,1,32,29,14,13,168,122,56,40,0,4,134,81,5,7,0,0,1,0,75,86,13,17,3,8,8,43
105,臺中市太平區,太平里,5683,5,0,8,2,98,66,43,30,441,547,193,151,215,173,33,27,86,69,6,9,172,139,59,34,650,496,167,131,4,8,349,326,40,45,9,5,1,1,292,416,19,38,1,9,10,60
105,臺中市太平區,長億里,6014,6,4,5,2,101,61,33,19,498,562,222,217,186,196,29,30,89,106,6,11,183,142,85,77,658,640,204,138,4,10,332,453,45,34,2,6,1,0,181,320,17,40,3,9,4,43
105,臺中市太平區,中平里,4254,2,2,1,3,92,54,34,18,322,363,149,109,137,115,35,21,69,65,5,2,125,104,49,39,476,448,147,90,3,7,260,253,38,32,3,6,1,1,177,294,10,30,2,7,10,44
105,臺中市太平區,中興里,3505,3,2,2,2,57,48,32,16,308,365,124,104,92,98,23,13,67,73,3,5,94,82,37,30,358,337,111,65,8,5,208,219,19,18,3,4,2,1,152,233,18,26,3,4,3,28
105,臺中市太平區,建國里,3016,3,1,3,1,50,21,22,11,193,235,99,102,111,87,17,16,53,36,3,7,72,76,28,28,339,279,99,86,6,7,202,203,23,16,2,2,0,0,146,245,8,29,2,3,5,39
105,臺中市太平區,東平里,4188,2,1,3,2,66,50,32,20,308,349,142,132,137,139,25,20,57,71,6,4,109,93,40,31,498,483,135,113,4,18,244,265,36,32,4,4,0,1,150,263,7,33,3,4,5,47
105,臺中市太平區,宜欣里,6313,7,1,8,5,108,72,38,19,495,578,203,164,191,200,50,43,99,111,9,10,147,178,70,73,712,614,207,141,4,10,416,446,56,37,6,6,1,1,242,379,18,50,4,6,10,68
105,臺中市太平區,中山里,3816,4,3,7,2,58,50,17,22,289,260,123,113,119,124,36,13,94,60,1,10,136,102,39,38,427,334,141,90,3,7,312,243,35,28,6,5,2,0,148,237,14,21,4,6,6,27
105,臺中市太平區,坪林里,3395,10,0,4,5,75,56,22,14,282,277,140,103,116,119,24,17,62,56,7,3,89,83,48,26,371,303,116,76,2,5,187,182,27,25,2,4,0,1,115,263,7,27,0,5,5,34
105,臺中市太平區,光華里,5257,8,6,5,4,94,58,33,27,409,478,202,198,178,168,35,23,109,78,3,4,131,142,69,65,551,526,162,128,2,12,300,312,52,46,8,4,1,1,182,328,16,43,4,3,3,46
105,臺中市太平區,新坪里,7453,14,9,10,2,157,112,56,50,626,726,326,266,208,279,51,49,155,151,9,5,223,225,106,104,757,784,266,198,6,20,396,425,39,45,6,9,1,0,161,306,11,35,2,11,6,50
105,臺中市太平區,新光里,7252,12,6,10,3,145,106,50,42,642,730,261,226,238,233,51,45,116,152,9,10,186,166,85,61,789,731,261,160,10,14,375,362,44,64,4,8,3,2,256,431,24,55,5,7,7,55
105,臺中市太平區,新福里,5686,13,3,12,7,143,113,50,44,515,623,212,221,184,189,47,28,121,129,8,10,139,156,63,58,548,606,153,147,8,14,214,275,29,40,4,2,2,1,148,318,11,30,3,5,4,36
105,臺中市太平區,頭汴里,1930,2,1,2,0,21,7,3,11,87,115,55,60,36,26,11,7,24,11,2,0,59,49,20,9,202,164,64,43,0,5,232,125,18,22,0,1,1,0,133,161,21,31,2,7,16,64
105,臺中市太平區,東汴里,1237,0,1,0,1,4,3,5,1,42,76,36,29,22,19,3,4,13,10,0,2,44,31,14,3,128,97,43,31,0,0,157,79,9,5,0,1,1,0,86,94,34,29,3,4,14,59
105,臺中市太平區,興隆里,3387,0,3,2,0,33,23,11,5,183,239,93,98,91,100,28,19,52,30,2,2,118,86,38,33,387,344,144,84,1,4,258,221,37,29,8,6,1,0,175,270,16,35,3,6,4,65
105,臺中市太平區,光隆里,3194,1,0,2,2,39,24,14,15,213,240,109,101,74,89,20,14,46,28,3,5,103,79,37,33,381,303,132,78,2,13,242,211,35,9,6,7,0,0,170,206,12,32,2,4,4,54
105,臺中市太平區,德隆里,4880,2,1,2,5,63,23,26,12,362,386,147,131,119,129,33,28,54,56,10,6,134,115,47,35,622,491,177,117,0,9,375,374,39,31,2,1,2,0,251,345,17,41,4,5,0,51
105,臺中市太平區,黃竹里,669,0,0,0,0,7,5,3,2,22,27,10,5,16,12,3,2,15,6,1,0,30,14,5,4,74,46,18,12,2,2,97,48,5,3,2,0,0,0,67,46,10,15,2,0,7,24
